PID,TrackName,CarName,EventDate,Lap,LapTime,Corr Speed kmh_Min,Corr Speed kmh_Max,Corr Speed kmh_Avg,Corr Speed kmh_Start,Corr Speed kmh_End,Corr Speed kmh_Std Dev,BRAKE _Min,BRAKE _Max,BRAKE _Avg,BRAKE _Start,BRAKE _End,BRAKE _Std Dev,Oversteer _Min,Oversteer _Max,Oversteer _Avg,Oversteer _Start,Oversteer _End,Oversteer _Std Dev,ROTY s_Min,ROTY s_Max,ROTY s_Avg,ROTY s_Start,ROTY s_End,ROTY s_Std Dev,THROTTLE _Min,THROTTLE _Max,THROTTLE _Avg,THROTTLE _Start,THROTTLE _End,THROTTLE _Std Dev,abs glat_Max,abs glat_Avg,abs glat_Start,abs glat_End,abs glat_Std Dev,abs glong_Min,abs glong_Max,abs glong_Avg,abs glong_Start,abs glong_End,abs glong_Std Dev,abs Steerangle_Min,abs Steerangle_Max,abs Steerangle_Avg,abs Steerangle_Start,abs Steerangle_End,abs Steerangle_Std Dev,lane deviation_Min,lane deviation_Max,lane deviation_Avg,lane deviation_Start,lane deviation_End,lane deviation_Std Dev,steering reversal rate per lap_Min,steering reversal rate per lap_Max,steering reversal rate per lap_Avg,steering reversal rate per lap_Start,steering reversal rate per lap_End,steering reversal rate per lap_Std Dev,steering reversal rate per sector_Min,steering reversal rate per sector_Max,steering reversal rate per sector_Avg,steering reversal rate per sector_Start,steering reversal rate per sector_End,steering reversal rate per sector_Std Dev,understeer_Min,understeer_Max,understeer_Avg,understeer_Start,understeer_End,understeer_Change,understeer_Std Dev,z,outlier,validlap,cluster,cluster_label,THROTTLE width_Avg,Throttle_duration_Avg,Throttle application speed_Avg,Throttle release application_Avg,Steer_Peakvalue_Avg,Steer_PeakTime_Avg,number of crossing_Avg,Cumulative angular travel_Avg,angular velosity_Avg,number of direction changed_Avg,steering angle_RMS,number of crossing,Brake_length_Avg,Brake_duration_Avg,Trail_braking_duration_Avg
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 9,88.889,53.5,224.9,145.8,193.1,193.5,40.4,0.0,100.0,13.0,0.0,0.0,30.0,-9.44,1.64,-1.59,-0.55,-0.36,1.81,-37.6,56.26,4.04,3.83,2.15,17.85,0.0,100.0,69.0,100.0,100.0,43.0,2.76,0.79,0.27,0.14,0.58,0.0,1.92,0.47,0.24,0.24,0.38,-0.0,188.49,31.0,7.47,4.73,35.94,0.0,1.0,0.29,0.0,0.0,0.45,0.0,25.92,13.14,12.82,5.18,7.89,0.0,4.03,0.58,0.0,0.0,0.82,0.0,9.44,1.61,0.55,0.36,-0.18,1.79,-0.8663795001338885,0,1,1,Fast,320.2857142857143,6.405714285714258,7.142857142857174,259.14285714285717,87.82333333333334,38.449,38.0,3605.0,40.56030603060306,274.0,47.46857883482146,38.0,202.58333333333326,3.83999999999999,1.9199999999999955
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 10,90.67,67.0,225.3,142.3,193.5,193.5,37.7,0.0,100.0,12.0,0.0,0.0,27.0,-7.01,12.29,-1.2,-0.36,-0.58,2.22,-48.1,58.63,3.94,2.15,3.19,17.93,0.0,100.0,67.0,100.0,100.0,43.0,2.92,0.78,0.14,0.21,0.61,0.0,1.82,0.44,0.24,0.25,0.34,-0.0,146.14,29.96,4.73,7.53,32.37,0.0,1.0,0.32,0.0,0.0,0.46,0.0,28.6,14.45,5.18,0.0,8.81,0.0,4.17,0.72,0.0,0.15,0.81,0.0,7.01,1.45,0.36,0.58,0.22,1.6,-0.7475830504434244,0,1,1,Fast,354.0,7.080000000000022,8.333333333333307,278.6666666666667,96.23625,41.54,44.0,3856.0,42.53253915729098,238.0,44.11090949188411,44.0,130.67500000000018,7.560000000000024,6.800000000000016
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 11,91.92,59.5,225.0,140.9,193.5,192.8,38.8,0.0,100.0,12.0,0.0,0.0,27.0,-7.84,9.57,-1.36,-0.58,-0.52,1.68,-41.66,53.07,3.91,3.19,4.0,17.76,0.0,100.0,66.0,100.0,100.0,43.0,3.55,0.75,0.21,0.33,0.62,0.0,2.02,0.45,0.25,0.25,0.35,-0.0,163.53,28.62,7.53,7.45,32.33,0.0,1.0,0.29,0.0,0.0,0.45,0.0,26.58,12.86,0.0,21.27,8.14,0.0,3.88,0.53,0.15,0.0,0.86,0.0,7.84,1.41,0.58,0.52,-0.06,1.58,-0.6642054187123297,0,1,1,Fast,398.7142857142857,7.974285714285737,7.142857142857122,298.85714285714283,75.95333333333332,39.54555555555555,38.0,3519.0,38.29416884247171,264.0,43.1829678452444,38.0,180.08333333333326,9.36,7.700000000000016
P132,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 12,89.73,58.3,228.9,144.1,192.8,192.1,40.5,0.0,100.0,12.0,0.0,0.0,29.0,-7.31,18.23,-1.26,-0.52,-0.53,2.05,-54.81,70.31,4.0,4.0,2.51,17.79,0.0,100.0,67.0,100.0,100.0,43.0,2.72,0.78,0.33,0.12,0.58,0.0,2.12,0.44,0.25,0.25,0.37,-0.0,151.26,29.65,7.45,6.83,30.46,0.0,1.0,0.33,0.0,0.0,0.47,0.0,29.45,14.65,21.27,0.0,9.16,0.0,4.18,0.63,0.0,0.0,0.84,0.0,7.31,1.43,0.52,0.53,0.01,1.43,-0.8102830295052075,0,1,1,Fast,196.75,3.9350000000000023,6.2499999999999964,134.75,80.6175,40.292500000000004,36.0,3408.0,37.9933110367893,262.0,42.520425939465596,36.0,52.75,18.660000000000004,18.539999999999992
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 2,91.374,53.4,218.2,140.9,191.9,192.9,39.1,0.0,100.0,12.0,0.0,0.0,25.0,-8.4,16.99,-1.49,-0.59,-0.77,1.94,-51.71,56.5,3.93,3.4,5.68,18.04,0.0,100.0,65.0,100.0,100.0,40.0,2.7,0.74,0.25,0.39,0.57,0.0,1.67,0.43,0.26,0.26,0.34,-0.0,165.09,31.11,8.04,10.79,35.63,0.0,1.0,0.3,0.0,0.0,0.46,0.0,27.57,13.39,8.37,24.81,8.33,0.0,4.38,0.52,0.0,0.07,0.87,0.0,8.4,1.55,0.59,0.77,0.18,1.7,-0.7006247682524723,0,1,1,Fast,689.0178571428571,13.779999999999994,6.250161984242175,562.375,80.097,46.137,19.0,2902.0,31.782351653164003,202.0,47.315974061172675,19.0,345.45833333333303,58.299999999999976,56.44000000000001
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 3,91.349,57.2,225.0,140.7,192.9,191.9,37.7,0.0,100.0,13.0,0.0,0.0,27.0,-7.75,10.49,-1.34,-0.77,-0.3,1.96,-40.68,50.78,3.92,5.68,1.56,17.76,0.0,100.0,68.0,100.0,100.0,38.0,2.63,0.76,0.39,0.14,0.59,0.0,1.69,0.44,0.26,0.26,0.33,-0.0,157.51,29.72,10.79,4.09,33.11,0.0,1.0,0.29,0.0,0.0,0.45,0.0,26.1,12.66,24.81,25.06,7.99,0.0,4.32,0.53,0.07,0.0,0.88,0.0,7.75,1.47,0.77,0.3,-0.47,1.64,-0.7022923208870936,0,1,1,Fast,1252.125,25.04249999999999,6.250000000000003,945.625,94.39555555555556,40.35166666666666,25.0,3094.0,33.89923329682366,196.0,44.517643597305735,25.0,306.3611111111114,47.20000000000001,45.360000000000014
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 7,90.834,59.0,228.9,141.6,192.8,192.4,42.0,0.0,100.0,14.0,0.0,0.0,29.0,-8.73,25.69,-1.1,-0.69,-0.34,3.54,-47.59,54.19,3.94,4.78,2.15,17.97,0.0,100.0,71.0,100.0,100.0,38.0,2.74,0.78,0.39,0.16,0.59,0.0,1.8,0.45,0.26,0.26,0.34,-0.0,240.0,33.56,10.08,4.6,39.93,0.0,1.0,0.31,0.0,0.0,0.46,0.0,28.23,15.02,16.33,15.81,8.45,0.0,4.53,0.64,0.2,0.02,0.85,0.0,8.73,1.54,0.69,0.34,-0.35,1.71,-0.7366439051603046,0,1,1,Fast,1218.8333333333335,24.37749999999997,6.2497863466994925,946.5,105.94,40.00888888888889,21.0,3413.0,37.58810572687225,242.0,52.164818430991645,21.0,168.0,35.91999999999998,35.259999999999984
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 8,91.276,50.4,227.9,140.8,192.4,193.4,39.0,0.0,100.0,14.0,0.0,0.0,29.0,-10.7,12.85,-1.4,-0.34,-0.13,2.09,-44.6,56.87,3.92,2.15,0.28,17.61,0.0,100.0,69.0,100.0,100.0,40.0,2.68,0.74,0.16,0.02,0.59,0.0,1.81,0.45,0.26,0.26,0.35,-0.0,175.12,29.45,4.6,1.23,35.03,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.8,11.37,15.81,0.0,7.55,0.0,4.25,0.45,0.02,0.0,0.8,0.0,10.7,1.5,0.34,0.13,-0.22,1.84,-0.70716157458019,0,1,1,Fast,755.375,15.107499999999959,6.250000000000017,578.875,88.00777777777778,40.57933333333334,21.0,3302.0,36.190267426567296,226.0,45.785582847312625,21.0,281.9166666666667,11.419999999999991,9.819999999999979
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 9,89.02,60.5,227.9,144.2,193.4,193.4,38.5,0.0,100.0,13.0,0.0,0.0,28.0,-8.83,2.64,-1.58,-0.13,-0.29,1.71,-47.06,66.76,4.04,0.28,1.34,17.59,0.0,100.0,71.0,100.0,100.0,37.0,2.82,0.78,0.02,0.09,0.59,0.0,1.77,0.44,0.26,0.25,0.36,-0.0,165.25,30.26,1.23,3.67,32.72,0.0,1.0,0.3,0.0,0.0,0.46,0.0,26.77,13.37,0.0,0.0,8.24,0.0,4.27,0.54,0.0,0.0,0.86,0.0,8.83,1.59,0.13,0.29,0.16,1.69,-0.8576415243284699,0,1,1,Fast,2266.0,45.32000000000002,6.249999999999997,1773.5,85.28777777777779,40.14333333333333,22.0,2888.0,32.449438202247194,220.0,44.57100634652053,22.0,339.0166666666666,33.040000000000006,31.179999999999996
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 10,89.73,50.0,229.2,143.4,193.4,192.5,39.3,0.0,100.0,15.0,0.0,0.0,30.0,-8.67,10.96,-1.39,-0.29,-0.68,2.15,-47.68,50.77,3.99,1.34,4.62,17.59,0.0,100.0,71.0,100.0,100.0,39.0,2.75,0.77,0.09,0.33,0.58,0.0,1.77,0.46,0.25,0.25,0.34,-0.0,153.37,30.99,3.67,9.52,34.4,0.0,1.0,0.28,0.0,0.0,0.45,0.0,24.87,12.18,0.0,0.0,7.52,0.0,4.52,0.54,0.0,0.0,0.83,0.0,8.67,1.54,0.29,0.68,0.39,1.76,-0.8102830295052075,0,1,1,Fast,1939.9375,38.797500000000014,6.250201366067399,1513.625,95.57555555555555,39.02555555555555,21.0,3163.0,35.26198439241917,194.0,46.30423362158207,21.0,305.4875,7.500000000000012,5.040000000000002
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 11,90.52,45.4,227.3,142.0,192.5,190.8,39.6,0.0,100.0,16.0,0.0,0.0,32.0,-7.2,9.52,-1.24,-0.68,-0.85,2.14,-46.96,47.29,3.97,4.62,4.56,17.67,2.0,100.0,74.0,100.0,100.0,37.0,2.53,0.76,0.33,0.29,0.59,0.0,1.78,0.46,0.25,0.27,0.34,-0.0,154.16,30.29,9.52,11.56,34.36,0.0,1.0,0.27,0.0,0.0,0.45,0.0,24.8,12.3,0.0,0.0,7.26,0.0,4.25,0.53,0.0,0.07,0.82,0.0,7.2,1.43,0.68,0.85,0.17,1.68,-0.7575883662511562,0,1,1,Fast,1731.6530612244896,34.63142857142855,7.143193883443985,1369.5714285714287,92.42666666666666,39.480000000000004,22.0,2937.0,32.44586831639417,187.0,45.81138924860626,22.0,133.35000000000002,18.940000000000005,18.08
P131,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 12,90.61,47.1,228.2,142.0,190.8,190.3,38.0,0.0,100.0,14.0,0.0,0.0,30.0,-7.74,8.41,-1.24,-0.85,-0.52,1.59,-44.47,58.69,3.96,4.56,3.83,17.43,0.0,100.0,70.0,100.0,100.0,40.0,2.87,0.77,0.29,0.28,0.58,0.0,1.77,0.44,0.27,0.26,0.35,-0.0,148.52,27.81,11.56,7.63,29.95,0.0,1.0,0.25,0.0,0.0,0.43,0.0,22.28,10.85,0.0,4.46,6.85,0.0,3.35,0.49,0.07,0.0,0.64,0.0,7.74,1.32,0.85,0.52,-0.33,1.42,-0.7515851767665171,0,1,1,Fast,949.4285714285714,18.988571428571472,7.142857142857126,728.5714285714286,88.62375,41.684999999999995,23.0,2874.0,31.73289183222958,190.0,40.87715403320423,23.0,172.09722222222211,7.180000000000015,5.740000000000041
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 2,91.004,60.1,227.3,141.7,192.2,191.9,38.6,0.0,100.0,10.0,0.0,0.0,22.0,-7.04,25.59,-0.73,-0.08,-0.22,3.34,-41.12,77.3,3.93,0.64,1.4,18.35,0.0,100.0,65.0,100.0,100.0,41.0,2.85,0.78,0.1,0.1,0.58,0.0,2.44,0.42,0.27,0.27,0.32,-0.0,240.0,30.51,0.84,2.78,35.79,0.0,1.0,0.28,0.0,0.0,0.45,0.0,25.75,11.9,8.3,2.57,7.74,0.0,3.48,0.52,0.18,0.1,0.72,0.0,7.04,1.25,0.08,0.22,0.14,1.28,-0.7253045472448757,0,1,1,Fast,251.66666666666666,5.033333333333328,5.555555555555561,199.33333333333334,96.27666666666667,40.705666666666666,53.0,5598.0,61.54353562005277,318.0,47.05140202712007,53.0,232.72857142857174,26.459999999999987,24.939999999999984
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 3,90.152,58.7,227.6,142.8,191.9,192.6,39.2,0.0,100.0,11.0,0.0,0.0,23.0,-8.73,17.78,-1.03,-0.22,-0.17,2.36,-56.66,50.79,3.98,1.4,0.09,18.01,0.0,100.0,66.0,100.0,100.0,42.0,3.07,0.77,0.1,0.09,0.58,0.01,1.82,0.44,0.27,0.26,0.32,-0.0,177.74,29.01,2.78,2.03,31.56,0.0,1.0,0.28,0.0,0.0,0.45,0.0,25.47,12.27,2.57,0.0,7.61,0.0,3.45,0.55,0.1,0.4,0.72,0.0,8.73,1.3,0.22,0.17,-0.05,1.38,-0.7821347410327901,0,1,1,Fast,225.625,4.512499999999996,6.250000000000006,188.5,87.93555555555555,39.84166666666667,53.0,4943.0,54.84909010208611,306.0,42.887260727539356,53.0,210.95833333333348,87.42000000000004,86.52000000000002
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 7,89.677,59.2,230.5,143.5,193.9,193.1,37.8,0.0,100.0,12.0,0.0,0.0,25.0,-8.1,9.23,-1.42,-0.26,-0.3,1.82,-67.41,47.03,3.99,1.88,2.0,17.52,0.0,100.0,67.0,100.0,100.0,42.0,3.2,0.79,0.17,0.16,0.57,0.0,1.97,0.45,0.24,0.26,0.33,-0.0,144.71,30.18,3.62,4.19,31.01,0.0,1.0,0.31,0.0,0.0,0.46,0.0,27.78,13.16,0.0,7.22,8.81,0.0,3.87,0.69,0.07,0.0,0.89,0.0,8.1,1.52,0.26,0.3,0.04,1.61,-0.8138182410906057,0,1,1,Fast,230.125,4.602499999999978,6.25000000000003,192.125,83.4511111111111,39.20577777777778,40.0,4306.0,48.0473108681098,328.0,43.27222414814231,40.0,158.04166666666663,30.299999999999986,29.619999999999994
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 8,87.682,64.4,229.9,146.7,193.1,192.7,39.0,0.0,100.0,13.0,0.0,0.0,27.0,-7.18,3.98,-1.51,-0.3,-0.24,1.59,-38.28,53.51,4.08,2.0,1.21,17.47,0.0,100.0,69.0,100.0,100.0,42.0,2.91,0.81,0.16,0.09,0.58,0.0,1.88,0.47,0.26,0.25,0.34,-0.0,154.14,29.66,4.19,2.93,31.55,0.0,1.0,0.28,0.0,0.0,0.45,0.0,24.37,11.02,7.22,8.28,7.54,0.0,3.85,0.53,0.0,0.0,0.8,0.0,7.18,1.52,0.3,0.24,-0.06,1.57,-0.9468889413334332,0,1,1,Fast,197.71428571428572,3.954285714285756,7.142857142857068,167.57142857142858,82.5788888888889,38.25322222222222,37.0,3906.0,44.569929272188,302.0,43.320732122416594,37.0,135.79166666666652,8.759999999999966,7.69999999999999
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 9,87.349,61.9,229.9,147.0,192.7,192.5,38.7,0.0,100.0,13.0,0.0,0.0,27.0,-5.6,2.55,-1.35,-0.24,-0.22,1.3,-39.92,59.49,4.1,1.21,1.32,17.15,0.0,100.0,69.0,100.0,100.0,42.0,2.73,0.81,0.09,0.09,0.57,0.0,1.91,0.47,0.25,0.25,0.34,-0.0,132.24,27.69,2.93,2.89,27.14,0.0,1.0,0.27,0.0,0.0,0.44,0.0,23.73,10.82,8.28,0.0,7.27,0.0,3.82,0.46,0.0,0.15,0.75,0.0,5.6,1.37,0.24,0.22,-0.02,1.27,-0.9691007424265968,0,1,1,Fast,303.0,6.059999999999978,7.142857142857169,249.0,73.62888888888888,38.15122222222222,37.0,3724.0,42.6379665674376,328.0,38.784703983783174,37.0,122.60897435897414,35.60000000000002,34.92000000000004
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 10,89.43,42.7,230.5,144.6,192.5,194.0,42.3,0.0,100.0,12.0,0.0,0.0,24.0,-11.0,10.31,-1.5,-0.22,-0.37,1.94,-42.82,47.68,4.01,1.32,2.69,17.06,0.0,100.0,66.0,100.0,100.0,43.0,3.18,0.79,0.09,0.21,0.58,0.0,1.85,0.45,0.25,0.24,0.33,-0.0,179.1,31.92,2.89,5.27,37.06,0.0,1.0,0.27,0.0,0.0,0.44,0.0,23.77,10.59,0.0,14.26,7.4,0.0,3.67,0.53,0.15,0.43,0.76,0.0,11.0,1.53,0.22,0.37,0.15,1.86,-0.83029366112067,0,1,1,Fast,313.14285714285717,6.262857142857131,7.142857142857156,251.85714285714286,90.26750000000001,43.33,30.0,3900.0,43.61440393647953,310.0,48.92504503128132,30.0,248.625,43.26000000000002,41.84000000000003
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 11,87.25,67.4,229.9,147.3,194.0,194.1,39.1,0.0,100.0,13.0,0.0,0.0,26.0,-8.87,10.58,-1.28,-0.37,-0.31,2.0,-39.77,70.0,4.1,2.69,2.03,17.58,0.0,100.0,69.0,100.0,100.0,42.0,3.0,0.81,0.21,0.15,0.58,0.0,1.87,0.47,0.24,0.24,0.34,-0.0,148.74,28.72,5.27,4.24,31.85,0.0,1.0,0.28,0.0,0.0,0.45,0.0,24.12,11.24,14.26,14.47,7.41,0.0,3.4,0.5,0.43,0.0,0.68,0.0,8.87,1.42,0.37,0.31,-0.06,1.66,-0.9757042508596996,0,1,1,Fast,195.28571428571428,3.9057142857143066,7.142857142857105,153.57142857142858,83.89666666666668,38.06777777777777,51.0,4563.0,52.3159825728044,292.0,42.89717231706324,51.0,147.75000000000017,41.97999999999997,41.13999999999997
P130,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","20/10/2024, ",Lap 12,87.34,67.0,230.6,147.2,194.1,193.6,38.9,0.0,100.0,13.0,0.0,0.0,27.0,-10.77,16.32,-1.33,-0.31,-0.15,2.4,-48.59,54.74,4.09,2.03,0.83,17.83,0.0,100.0,69.0,100.0,100.0,42.0,3.65,0.81,0.15,0.07,0.59,0.0,1.87,0.46,0.24,0.25,0.34,-0.0,173.64,30.32,4.24,1.75,34.56,0.0,1.0,0.26,0.0,0.0,0.44,0.0,22.95,10.09,14.47,0.0,7.04,0.0,3.97,0.44,0.0,0.0,0.78,0.0,10.77,1.51,0.31,0.15,-0.16,1.81,-0.9697010613750606,0,1,1,Fast,318.57142857142856,6.371428571428656,7.142857142857048,259.0,93.53555555555556,38.51555555555555,28.0,4417.0,50.59551076500229,316.0,45.98293316010205,28.0,129.25,39.33999999999996,38.41999999999994
P129,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,108.954,47.1,196.7,118.9,166.9,163.1,35.4,0.0,100.0,10.0,0.0,0.0,23.0,-11.3,23.5,-1.36,-0.59,-0.65,2.7,-74.1,52.59,3.28,5.19,3.76,16.86,0.0,90.0,49.0,80.0,73.0,32.0,2.05,0.57,0.33,0.17,0.48,0.0,1.94,0.35,0.21,0.2,0.31,-0.0,215.0,31.54,9.24,8.84,39.98,0.0,1.0,0.22,0.0,0.0,0.42,0.0,24.3,11.92,10.07,4.86,7.14,0.0,4.4,0.54,1.12,0.28,0.75,0.0,11.3,1.5,0.59,0.65,0.06,2.15,0.4719982444136435,0,1,2,Medium,311.75,6.2360000000000095,4.999198203976901,203.2,92.315,52.3,38.0,3451.0,31.689623507805326,223.0,50.94394910500385,38.0,145.63333333333367,128.8,129.60000000000002
P129,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 3,115.152,0.0,190.7,113.2,163.1,175.1,46.9,0.0,100.0,11.0,0.0,0.0,26.0,-8.36,19.37,-0.84,-0.65,-0.63,2.2,-49.19,81.57,3.13,3.76,4.91,17.83,0.0,94.0,50.0,73.0,90.0,32.0,2.33,0.57,0.17,0.29,0.5,0.0,9.66,0.36,0.2,0.21,0.38,-0.0,240.0,40.84,8.84,9.58,57.86,0.0,1.0,0.19,0.0,0.0,0.39,0.0,21.35,11.05,4.86,1.71,6.07,0.0,3.0,0.5,0.28,0.7,0.63,0.0,8.36,1.03,0.65,0.63,-0.03,1.24,0.885417893589104,0,1,0,Slow,307.3636363636364,6.147272727272718,4.545454545454553,194.0,94.54700000000001,49.752,44.0,4322.0,37.55211952744962,254.0,70.83717345052696,44.0,38.666666666666515,39.81999999999999,40.03999999999999
P129,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,113.537,0.0,207.0,115.0,193.0,186.6,53.3,0.0,100.0,11.0,0.0,0.0,25.0,-10.14,14.6,-1.2,-0.55,-0.64,2.33,-37.54,96.78,6.26,3.74,4.31,18.44,0.0,100.0,54.0,99.0,90.0,39.0,2.23,0.59,0.29,0.33,0.52,0.0,1.98,0.41,0.25,0.21,0.34,-0.0,240.0,43.73,7.54,8.93,56.49,0.0,1.0,0.18,0.0,0.0,0.39,0.0,20.87,12.5,10.03,0.0,5.71,0.0,4.23,0.43,0.0,0.0,0.73,0.0,10.14,1.3,0.55,0.64,0.09,2.02,0.77769399339253,0,1,0,Slow,268.1818181818182,5.363636363636374,4.545454545454536,184.45454545454547,102.73545454545454,52.27436363636364,42.0,4279.0,37.6937984496124,260.0,71.44805472728349,42.0,169.97916666666697,131.92000000000004,131.46000000000004
P129,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,99.052,48.5,204.9,130.5,186.6,183.6,39.1,0.0,100.0,12.0,0.0,0.0,29.0,-10.72,8.12,-1.5,-0.64,-0.48,2.17,-44.77,59.4,3.62,4.31,2.22,16.63,0.0,100.0,58.0,90.0,99.0,37.0,2.01,0.66,0.33,0.14,0.5,0.0,1.88,0.41,0.21,0.21,0.36,-0.0,156.81,31.31,8.93,6.89,36.67,0.0,1.0,0.22,0.0,0.0,0.42,0.0,22.2,12.46,0.0,3.11,6.26,0.0,4.08,0.51,0.0,0.45,0.78,0.0,10.72,1.55,0.64,0.48,-0.15,2.09,-0.1884860031073954,0,1,2,Medium,299.6666666666667,5.993333333333327,5.555555555555562,217.44444444444446,83.59777777777776,43.147666666666666,41.0,3083.0,31.128836833602584,272.0,48.228745726776154,41.0,50.434523809523625,8.760000000000002,8.36
P129,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,95.549,62.6,206.9,134.8,183.6,191.2,36.2,0.0,100.0,11.0,0.0,0.0,26.0,-10.77,2.62,-1.5,-0.48,-0.89,2.09,-37.55,58.17,3.76,2.22,5.04,16.95,0.0,100.0,58.0,99.0,100.0,39.0,2.06,0.68,0.14,0.26,0.53,0.0,1.79,0.41,0.21,0.26,0.35,-0.0,165.95,29.73,6.89,11.67,35.82,0.0,1.0,0.24,0.0,0.0,0.42,0.0,22.6,12.16,3.11,0.0,6.43,0.0,4.15,0.48,0.45,0.0,0.74,0.0,10.77,1.52,0.48,0.89,0.41,2.07,-0.4221434782706152,0,1,1,Fast,233.0,4.660000000000006,5.555555555555548,174.33333333333334,81.1288888888889,42.209,34.0,2925.0,30.632328308207704,229.0,46.55451497246651,34.0,173.66428571428537,36.24000000000001,35.74000000000002
P129,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,94.78,59.5,212.7,137.2,191.2,191.1,39.6,0.0,100.0,12.0,0.0,0.0,28.0,-11.17,1.78,-1.62,-0.89,-0.53,2.13,-42.61,58.11,3.78,5.04,2.93,17.28,0.0,100.0,60.0,100.0,100.0,40.0,2.57,0.72,0.26,0.24,0.54,0.0,1.8,0.41,0.26,0.25,0.34,0.02,179.39,31.47,11.67,7.81,37.89,0.0,1.0,0.26,0.0,0.0,0.44,0.0,24.87,13.29,0.0,9.95,7.12,0.0,4.23,0.53,0.0,0.3,0.7,0.0,11.17,1.64,0.89,0.53,-0.36,2.12,-0.4734373973115851,0,1,1,Fast,269.125,5.382500000000022,6.249999999999975,196.125,87.25777777777779,42.00666666666667,30.0,3078.0,32.492612916842546,250.0,49.27206283079205,30.0,76.0,1.4399999999999977,0.7199999999999971
P128,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,91.149,55.4,224.5,141.2,191.7,186.3,38.9,0.0,100.0,12.0,0.0,0.0,28.0,-8.5,2.69,-1.32,-0.92,-0.55,1.5,-54.93,53.54,3.93,7.4,3.54,17.23,0.0,100.0,67.0,100.0,100.0,43.0,3.38,0.75,0.51,0.32,0.59,0.0,1.98,0.44,0.25,0.25,0.34,-0.0,159.14,27.54,14.04,7.46,30.48,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.53,12.68,0.0,20.61,7.3,0.0,4.25,0.49,0.0,0.0,0.77,0.0,8.5,1.35,0.92,0.55,-0.37,1.47,-0.715632741964069,0,1,1,Fast,255.0064935064935,5.100000000000007,7.1430390337953265,194.42857142857142,80.09333333333333,38.52522222222222,50.0,3136.0,34.42371020856202,291.0,41.095351092902916,50.0,176.33333333333343,13.63999999999999,12.39999999999998
