PID,TrackName,CarName,EventDate,Lap,LapTime,Corr Speed kmh_Min,Corr Speed kmh_Max,Corr Speed kmh_Avg,Corr Speed kmh_Start,Corr Speed kmh_End,Corr Speed kmh_Std Dev,BRAKE _Min,BRAKE _Max,BRAKE _Avg,BRAKE _Start,BRAKE _End,BRAKE _Std Dev,Oversteer _Min,Oversteer _Max,Oversteer _Avg,Oversteer _Start,Oversteer _End,Oversteer _Std Dev,ROTY s_Min,ROTY s_Max,ROTY s_Avg,ROTY s_Start,ROTY s_End,ROTY s_Std Dev,THROTTLE _Min,THROTTLE _Max,THROTTLE _Avg,THROTTLE _Start,THROTTLE _End,THROTTLE _Std Dev,abs glat_Max,abs glat_Avg,abs glat_Start,abs glat_End,abs glat_Std Dev,abs glong_Min,abs glong_Max,abs glong_Avg,abs glong_Start,abs glong_End,abs glong_Std Dev,abs Steerangle_Min,abs Steerangle_Max,abs Steerangle_Avg,abs Steerangle_Start,abs Steerangle_End,abs Steerangle_Std Dev,lane deviation_Min,lane deviation_Max,lane deviation_Avg,lane deviation_Start,lane deviation_End,lane deviation_Std Dev,steering reversal rate per lap_Min,steering reversal rate per lap_Max,steering reversal rate per lap_Avg,steering reversal rate per lap_Start,steering reversal rate per lap_End,steering reversal rate per lap_Std Dev,steering reversal rate per sector_Min,steering reversal rate per sector_Max,steering reversal rate per sector_Avg,steering reversal rate per sector_Start,steering reversal rate per sector_End,steering reversal rate per sector_Std Dev,understeer_Min,understeer_Max,understeer_Avg,understeer_Start,understeer_End,understeer_Change,understeer_Std Dev,z,outlier,validlap,cluster,cluster_label,THROTTLE width_Avg,Throttle_duration_Avg,Throttle application speed_Avg,Throttle release application_Avg,Steer_Peakvalue_Avg,Steer_PeakTime_Avg,number of crossing_Avg,Cumulative angular travel_Avg,angular velosity_Avg,number of direction changed_Avg,steering angle_RMS,number of crossing,Brake_length_Avg,Brake_duration_Avg,Trail_braking_duration_Avg
P105,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 11,91.57,52.7,228.9,140.4,189.9,191.4,40.7,0.0,100.0,13.0,0.0,0.0,30.0,-5.45,2.45,-1.26,-1.16,-0.7,1.22,-44.37,47.97,3.93,8.28,3.87,16.73,0.0,100.0,65.0,100.0,100.0,42.0,2.55,0.74,0.65,0.38,0.54,0.0,1.83,0.46,0.26,0.25,0.36,-0.0,117.97,27.34,17.12,10.37,27.6,0.0,1.0,0.24,0.0,0.0,0.43,0.0,21.68,10.56,0.0,13.01,6.41,0.0,3.62,0.41,0.0,0.0,0.72,0.0,5.45,1.29,1.16,0.7,-0.46,1.18,-0.6875511555970368,0,1,1,Fast,237.91666666666669,4.760000000000048,6.247811624649798,190.0,63.161,44.828,37.0,3008.0,32.863695937090434,275.0,38.851238613571255,37.0,188.8214285714289,34.06000000000001,34.420000000000016
P105,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 12,106.58,0.0,229.5,120.8,191.4,192.3,50.9,0.0,100.0,11.0,0.0,0.0,26.0,-5.1,21.45,-0.62,-0.7,-0.45,2.72,-104.0,83.88,3.34,3.87,3.6,19.91,0.0,100.0,62.0,100.0,100.0,42.0,3.7,0.66,0.38,0.25,0.56,0.0,1.88,0.43,0.25,0.25,0.33,-0.0,240.0,37.32,10.37,6.53,46.13,0.0,1.0,0.22,0.0,0.0,0.41,0.0,23.52,11.63,13.01,18.81,6.81,0.0,4.47,0.65,0.0,0.1,0.76,0.0,5.1,1.01,0.7,0.45,-0.25,1.15,0.3136474462299488,0,1,2,Medium,345.77777777777777,6.915555555555557,5.5555555555555545,197.66666666666666,97.23555555555555,46.69222222222223,45.0,4378.0,41.0865077875774,288.0,59.335445264530556,45.0,232.38333333333333,150.46,149.44
P104,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 2,105.809,0.1,202.1,122.2,189.3,192.1,46.9,0.0,98.0,12.0,0.0,0.0,21.0,-10.87,24.55,-1.14,-1.09,-0.78,2.66,-35.75,102.09,6.74,8.51,4.44,18.12,0.0,100.0,57.0,100.0,99.0,41.0,2.84,0.63,0.47,0.29,0.48,0.0,1.58,0.46,0.27,0.25,0.29,-0.0,240.0,40.99,15.43,10.87,55.71,0.0,1.0,0.2,0.0,0.0,0.4,0.0,20.8,11.19,4.77,18.72,5.58,0.0,4.27,0.36,0.0,0.22,0.66,0.0,10.87,1.31,1.09,0.78,-0.31,1.96,0.2622201229782095,0,1,2,Medium,316.5,6.329090909090905,4.546107440390696,218.54545454545453,85.62636363636365,50.33854545454545,46.0,3916.0,37.02723146747353,269.0,69.18662547945587,46.0,727.7166666666667,214.54000000000002,208.40000000000003
P104,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 3,103.179,6.7,214.5,124.7,192.1,189.7,45.0,0.0,100.0,10.0,0.0,0.0,21.0,-17.59,26.95,-0.91,-0.78,-0.76,2.72,-59.42,142.86,6.95,4.44,4.33,23.09,0.0,100.0,58.0,99.0,100.0,42.0,2.4,0.65,0.29,0.31,0.52,0.0,1.77,0.43,0.25,0.28,0.29,-0.0,240.0,32.35,10.87,10.9,38.43,0.0,1.0,0.23,0.0,0.0,0.42,0.0,24.07,12.03,18.72,3.85,7.12,0.0,4.03,0.65,0.22,0.0,0.85,0.0,17.59,1.18,0.78,0.76,-0.02,1.63,0.0867935858159865,0,1,2,Medium,393.57142857142856,7.871111111111115,5.555779624102602,263.0,85.417,47.038999999999994,53.0,3588.0,34.78766724840023,284.0,50.245293212534584,53.0,258.2345238095238,95.58000000000003,93.72000000000003
P104,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 7,114.834,0.0,214.3,112.4,192.3,192.2,55.9,0.0,100.0,12.0,0.0,0.0,23.0,-5.47,21.53,-0.58,-0.64,-0.7,2.78,-38.81,64.13,3.13,4.52,4.67,17.63,0.0,100.0,57.0,100.0,100.0,40.0,5.32,0.64,0.33,0.36,0.59,0.0,48.14,0.43,0.24,0.24,1.05,-0.0,219.93,41.89,9.25,9.99,48.18,0.0,1.0,0.22,0.0,0.0,0.41,0.0,24.97,12.87,13.56,15.48,7.27,0.0,4.28,0.54,0.0,0.0,0.66,0.0,5.47,1.0,0.64,0.7,0.06,1.26,0.8642066240767137,0,1,0,Slow,256.54545454545456,5.130909090909117,4.545454545454523,150.9090909090909,100.19300000000001,51.123000000000005,53.0,4530.0,39.46864111498258,345.0,63.86642201209629,53.0,350.84580558330674,322.68000000000006,322.2600000000001
P104,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 8,92.572,55.7,220.0,139.0,192.2,189.2,38.3,0.0,100.0,12.0,0.0,0.0,24.0,-9.33,2.0,-1.37,-0.7,-0.4,1.84,-40.62,47.91,3.85,4.67,2.28,17.06,0.0,100.0,62.0,100.0,100.0,42.0,3.04,0.73,0.36,0.17,0.56,0.0,1.85,0.45,0.24,0.0,0.31,-0.0,147.88,28.51,9.99,5.33,33.83,0.0,1.0,0.23,0.0,0.0,0.42,0.0,21.23,10.08,15.48,6.37,6.19,0.0,4.03,0.42,0.0,0.0,0.74,0.0,9.33,1.4,0.7,0.4,-0.3,1.81,-0.6207156460013906,0,1,1,Fast,298.2857142857143,5.9657142857143,7.142857142857125,219.57142857142858,74.06333333333333,40.71144444444444,57.0,3243.0,35.04430516533391,308.0,44.24603100839303,57.0,577.690331890332,33.97999999999999,29.640000000000004
P104,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 9,98.705,11.4,220.2,130.6,189.2,190.9,43.6,0.0,100.0,14.0,0.0,0.0,28.0,-11.45,16.09,-1.42,-0.4,-0.46,2.53,-90.33,54.16,3.63,2.28,3.1,17.43,0.0,100.0,62.0,100.0,100.0,42.0,3.03,0.69,0.17,0.31,0.57,0.0,2.16,0.46,0.0,0.18,0.31,-0.0,140.5,34.03,5.33,6.74,37.98,0.0,1.0,0.27,0.0,0.0,0.45,0.0,27.03,15.13,6.37,0.0,7.86,0.0,4.2,0.57,0.0,0.0,0.69,0.0,11.45,1.58,0.4,0.46,0.06,2.19,-0.2116316336759478,0,1,2,Medium,291.8888888888889,5.837777777777761,5.555555555555571,213.22222222222223,87.58444444444444,41.98833333333333,58.0,4201.0,42.57345491388045,283.0,50.99408551834298,58.0,431.3151960784319,52.900000000000034,49.78000000000001
P104,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 10,114.79,0.0,222.1,112.9,190.9,189.7,57.5,0.0,100.0,15.0,0.0,0.0,30.0,-8.88,27.78,-0.79,-0.46,-0.7,2.74,-42.08,60.6,3.11,3.1,3.65,17.14,0.0,100.0,57.0,100.0,100.0,42.0,2.84,0.6,0.31,0.19,0.57,0.0,1.87,0.43,0.18,0.2,0.31,-0.0,240.0,43.76,6.74,9.36,53.02,0.0,1.0,0.22,0.0,0.0,0.42,0.0,25.53,13.66,0.0,15.32,7.19,0.0,3.95,0.85,0.0,0.32,0.92,0.0,8.88,1.14,0.46,0.7,0.24,1.78,0.8612717314397793,0,1,0,Slow,255.05,5.100000000000023,5.0009803921568405,159.8,111.91599999999998,49.112,58.0,4856.0,42.307022129290814,314.0,68.76199447080789,58.0,261.18511904761823,184.89999999999998,183.44000000000003
P104,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 11,91.17,61.6,222.4,140.7,189.7,189.8,38.9,0.0,100.0,14.0,0.0,0.0,28.0,-10.72,3.05,-1.4,-0.7,-0.54,1.84,-48.69,55.4,3.95,3.65,4.28,17.35,0.0,100.0,66.0,100.0,100.0,41.0,2.62,0.77,0.19,0.34,0.57,0.0,1.79,0.45,0.2,0.19,0.33,-0.0,188.16,29.36,9.36,7.96,32.44,0.0,1.0,0.28,0.0,0.0,0.45,0.0,25.73,12.94,15.32,10.29,7.71,0.0,4.03,0.53,0.32,0.0,0.8,0.0,10.72,1.47,0.7,0.54,-0.16,1.76,-0.7142319977509866,0,1,1,Fast,362.98412698412693,7.260000000000024,7.142544804882443,285.14285714285717,84.17444444444446,39.70888888888889,55.0,3646.0,40.006581834137776,288.0,43.75823874034314,55.0,212.88690476190484,62.40000000000002,61.700000000000045
P103,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 2,94.672,46.4,209.7,135.1,174.1,192.5,39.4,0.0,100.0,15.0,0.0,0.0,28.0,-9.48,6.1,-1.6,-0.57,-0.67,2.38,-40.03,49.13,3.8,3.76,4.36,16.34,0.0,100.0,66.0,100.0,100.0,44.0,2.28,0.64,0.29,0.37,0.54,0.0,1.71,0.49,0.34,0.24,0.32,-0.0,164.23,31.11,8.66,9.45,38.71,0.0,1.0,0.26,0.0,0.0,0.44,0.0,24.38,11.88,0.0,10.24,7.31,0.0,3.95,0.48,0.12,0.0,0.77,0.0,9.48,1.67,0.57,0.67,0.1,2.3,-0.4806412246931519,0,1,1,Fast,343.875,6.877500000000005,6.249999999999996,253.5,95.45444444444446,41.46233333333333,59.0,4109.0,43.42633692665398,283.0,49.68792484387566,59.0,426.1825396825393,150.43999999999988,147.3199999999999
P103,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 3,97.477,61.4,224.5,131.2,192.5,192.8,40.3,0.0,100.0,12.0,0.0,0.0,26.0,-11.56,15.5,-1.79,-0.67,-0.44,3.73,-83.68,50.31,3.71,4.36,2.65,19.49,0.0,100.0,64.0,100.0,100.0,44.0,2.59,0.7,0.37,0.28,0.56,0.0,1.75,0.44,0.24,0.24,0.33,-0.0,157.54,40.41,9.45,6.75,46.38,0.0,1.0,0.34,0.0,0.0,0.47,0.0,33.25,16.34,10.24,26.6,10.17,0.0,3.98,0.7,0.0,0.13,0.87,0.0,11.56,2.17,0.67,0.44,-0.23,3.02,-0.2935418190885749,0,1,1,Fast,226.66666666666666,4.533333333333341,5.5555555555555465,162.88888888888889,106.65099999999998,47.053,54.0,5587.0,57.33784893267652,292.0,61.5337125749067,54.0,222.61666666666656,26.239999999999963,24.68
P103,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 7,94.422,51.1,228.0,135.7,193.4,193.5,38.9,0.0,97.0,13.0,0.0,0.0,24.0,-11.0,20.84,-1.75,-0.45,-0.18,2.94,-62.85,59.45,3.77,3.24,0.9,17.82,0.0,100.0,66.0,100.0,100.0,43.0,2.37,0.67,0.29,0.11,0.55,0.0,1.59,0.49,0.23,0.24,0.33,-0.0,190.5,34.71,6.77,2.21,45.56,0.0,1.0,0.27,0.0,0.0,0.44,0.0,25.43,12.72,20.58,12.72,7.6,0.0,4.17,0.53,0.0,0.0,0.84,0.0,11.0,1.86,0.45,0.18,-0.27,2.66,-0.4973167510393708,0,1,1,Fast,325.125,6.502499999999998,6.250000000000002,241.0,109.14999999999999,41.07588888888889,41.0,3977.0,42.138164865437595,262.0,57.291277936996345,41.0,395.00833333333367,88.46000000000002,87.38000000000005
P103,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 8,93.274,61.6,227.4,137.5,193.5,193.3,37.5,0.0,94.0,12.0,0.0,0.0,21.0,-9.84,3.15,-1.57,-0.18,-0.3,2.35,-38.43,59.32,3.84,0.9,1.55,16.68,0.0,100.0,63.0,100.0,100.0,44.0,2.03,0.67,0.11,0.12,0.53,0.0,1.5,0.48,0.24,0.23,0.29,-0.0,146.63,30.02,2.21,3.88,38.7,0.0,1.0,0.24,0.0,0.0,0.43,0.0,22.23,12.13,12.72,1.33,6.03,0.0,4.13,0.44,0.0,0.27,0.69,0.0,9.84,1.6,0.18,0.3,0.12,2.32,-0.573890768021208,0,1,1,Fast,253.0,5.059999999999996,5.555555555555561,188.77777777777777,81.89999999999999,41.01166666666667,44.0,3440.0,36.91267968247157,256.0,49.00333848839218,44.0,242.5555555555556,59.43999999999998,58.31999999999999
P103,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 9,93.047,69.4,227.5,137.4,193.3,194.5,38.8,0.0,95.0,13.0,0.0,0.0,27.0,-9.96,7.9,-1.72,-0.3,-0.26,2.53,-57.85,59.87,3.86,1.55,1.14,17.37,0.0,100.0,68.0,100.0,100.0,42.0,3.5,0.7,0.12,0.23,0.55,0.0,1.78,0.5,0.23,0.24,0.36,-0.0,160.2,32.36,3.88,4.11,40.39,0.0,1.0,0.26,0.0,0.0,0.44,0.0,24.53,12.85,1.33,5.89,6.98,0.0,4.08,0.5,0.27,0.0,0.7,0.0,9.96,1.78,0.3,0.26,-0.03,2.46,-0.589032145943575,0,1,1,Fast,221.6875,4.4325000000000045,6.251762549351375,162.625,96.4188888888889,42.355444444444444,47.0,4372.0,47.00064502257579,288.0,51.775066325522516,47.0,151.03347338935583,93.85999999999991,93.27999999999994
P103,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 10,92.404,70.0,229.3,139.1,194.5,191.9,37.9,0.0,85.0,12.0,0.0,0.0,24.0,-12.89,8.24,-1.99,-0.26,-0.3,3.4,-42.95,66.84,3.87,1.14,1.34,17.0,0.0,100.0,68.0,100.0,100.0,43.0,2.48,0.7,0.23,0.12,0.57,0.0,1.49,0.47,0.24,0.24,0.34,-0.0,180.3,36.21,4.11,4.03,47.41,0.0,1.0,0.28,0.0,0.0,0.45,0.0,26.08,13.52,5.89,0.0,7.35,0.0,4.12,0.51,0.0,0.0,0.74,0.0,12.89,2.13,0.26,0.3,0.04,3.23,-0.6319215997060502,0,1,1,Fast,237.94444444444446,4.759999999999991,5.55425874053326,182.0,118.42625000000001,46.286500000000004,48.0,4581.0,49.599480407014504,322.0,59.67636974437261,48.0,313.8452380952381,49.119999999999976,46.99999999999998
P103,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 11,117.62,0.0,226.8,111.1,191.9,190.1,54.0,0.0,73.0,11.0,0.0,0.0,20.0,-12.1,21.72,-0.93,-0.3,-0.43,4.24,-138.4,59.58,0.01,1.34,2.36,24.67,0.0,100.0,62.0,100.0,100.0,44.0,3.29,0.61,0.12,0.24,0.57,-0.0,32.75,0.46,0.24,0.24,0.73,-0.0,240.0,54.3,4.03,6.45,64.03,0.0,1.0,0.28,0.0,0.0,0.45,0.0,33.13,16.43,0.0,0.0,9.43,0.0,4.55,1.02,0.0,0.55,1.16,0.0,12.1,1.64,0.3,0.43,0.13,2.82,1.0500386896789775,0,1,0,Slow,283.2,5.663999999999987,5.0000000000000115,167.0,138.977,55.391999999999996,54.0,6242.0,53.069205917360996,296.0,83.9658445470634,54.0,330.4467948717952,228.10000000000008,228.00000000000009
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 2,93.974,65.7,224.3,137.2,191.6,192.9,37.3,0.0,100.0,13.0,0.0,0.0,25.0,-8.29,11.19,-1.05,-0.55,-0.6,1.87,-41.57,71.77,3.83,3.45,3.61,17.4,0.0,100.0,68.0,100.0,100.0,41.0,2.27,0.72,0.24,0.3,0.56,0.0,1.85,0.46,0.26,0.24,0.33,-0.0,145.22,26.52,7.36,8.48,29.63,0.0,1.0,0.25,0.0,0.0,0.44,0.0,23.83,11.48,6.31,0.0,7.23,0.0,3.6,0.61,0.18,0.23,0.64,0.0,8.29,1.23,0.55,0.6,0.06,1.48,-0.5271992942517948,0,1,1,Fast,376.7142857142857,7.53428571428572,7.142857142857138,274.2857142857143,80.69999999999999,41.873111111111115,32.0,3423.0,36.430395913154534,262.0,39.77364112996988,32.0,215.09655552780526,20.860000000000014,19.639999999999986
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 3,89.639,63.9,227.9,143.6,192.9,192.2,38.6,0.0,100.0,14.0,0.0,0.0,29.0,-8.56,9.83,-1.3,-0.6,-0.6,1.98,-43.65,54.02,4.01,3.61,3.92,17.44,0.0,100.0,72.0,100.0,100.0,41.0,2.63,0.77,0.3,0.33,0.56,0.0,1.8,0.48,0.24,0.25,0.36,-0.0,146.83,28.48,8.48,8.73,33.68,0.0,1.0,0.25,0.0,0.0,0.43,0.0,22.07,11.0,0.0,11.92,6.56,0.0,4.08,0.49,0.23,0.0,0.68,0.0,8.56,1.4,0.6,0.6,-0.0,1.76,-0.8163529210952317,0,1,1,Fast,297.8181818181818,5.955000000000005,6.2514311884588905,237.75,93.35625,40.818,25.0,3550.0,39.61169381834412,250.0,44.11814391640788,25.0,123.10984848484833,3.4400000000000013,2.3200000000000136
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 7,89.582,47.5,224.4,143.4,189.8,192.9,38.4,0.0,100.0,15.0,0.0,0.0,31.0,-7.45,10.98,-1.38,-0.55,-0.38,1.81,-63.65,44.93,3.98,4.13,2.14,17.36,0.0,100.0,74.0,100.0,100.0,39.0,2.86,0.77,0.41,0.16,0.57,0.0,1.86,0.48,0.26,0.24,0.38,-0.0,160.38,29.56,8.61,5.14,32.57,0.0,1.0,0.26,0.0,0.0,0.44,0.0,22.95,11.18,9.25,11.47,6.87,0.0,4.23,0.48,0.25,0.0,0.74,0.0,7.45,1.46,0.55,0.38,-0.18,1.62,-0.8201549411021698,0,1,1,Fast,378.125,7.5625,6.25,297.25,82.50444444444445,38.61144444444445,32.0,3508.0,39.16927199642698,245.0,43.98500495634142,32.0,101.57576754385963,18.520000000000003,17.65999999999999
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 8,90.232,58.6,228.1,143.0,192.9,191.8,38.7,0.0,100.0,15.0,0.0,0.0,30.0,-7.91,5.95,-1.37,-0.38,-0.66,1.57,-44.36,51.79,3.99,2.14,4.77,17.08,0.0,100.0,70.0,100.0,100.0,40.0,2.73,0.77,0.16,0.45,0.55,0.0,1.82,0.47,0.24,0.26,0.37,-0.0,141.28,28.46,5.14,10.28,29.65,0.0,1.0,0.26,0.0,0.0,0.44,0.0,23.78,11.97,11.47,13.79,7.44,0.0,4.15,0.49,0.0,0.0,0.74,0.0,7.91,1.42,0.38,0.66,0.29,1.48,-0.7767985726020001,0,1,1,Fast,283.1652661064426,5.662857142857108,7.143422454753893,217.57142857142858,69.379,44.869,28.0,3236.0,35.88378797959636,256.0,41.13082460584408,28.0,91.75,1.7200000000000149,0.8600000000000074
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 9,94.432,33.1,226.0,136.6,191.8,188.9,43.7,0.0,100.0,16.0,0.0,0.0,32.0,-9.99,22.67,-1.04,-0.66,-0.44,2.24,-65.23,59.6,3.78,4.77,2.81,17.32,0.0,100.0,70.0,100.0,100.0,41.0,2.59,0.7,0.45,0.25,0.55,0.0,1.91,0.48,0.26,0.27,0.38,-0.0,210.92,31.5,10.28,6.28,38.45,0.0,1.0,0.24,0.0,0.0,0.42,0.0,22.33,11.67,13.79,14.74,6.56,0.0,4.33,0.45,0.0,0.0,0.72,0.0,9.99,1.21,0.66,0.44,-0.22,1.36,-0.4966497299855217,0,1,1,Fast,331.14285714285717,6.6228571428571446,7.142857142857141,250.42857142857142,89.84555555555555,40.904111111111106,31.0,3284.0,34.78076678669773,247.0,49.717132501170596,31.0,120.81666666666672,7.04,6.000000000000008
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 10,90.411,64.7,221.4,141.9,188.9,191.6,36.8,0.0,100.0,14.0,0.0,0.0,28.0,-6.73,3.84,-1.24,-0.44,-0.55,1.33,-49.5,64.45,4.0,2.81,2.77,17.11,0.0,100.0,72.0,100.0,100.0,41.0,2.36,0.76,0.25,0.34,0.55,0.0,1.82,0.48,0.27,0.25,0.37,-0.0,133.48,26.58,6.28,8.07,27.36,0.0,1.0,0.23,0.0,0.0,0.42,0.0,21.07,10.24,14.74,0.0,6.35,0.0,4.3,0.42,0.0,0.0,0.71,0.0,6.73,1.27,0.44,0.55,0.11,1.3,-0.7648588957381073,0,1,1,Fast,374.1666666666667,7.48333333333331,8.333333333333359,286.8333333333333,70.96,40.08544444444445,24.0,2875.0,31.8141592920354,248.0,38.15096932159118,24.0,196.80119047619064,12.419999999999995,11.099999999999998
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 11,90.39,67.0,225.0,142.2,191.6,193.1,37.6,0.0,100.0,13.0,0.0,0.0,25.0,-7.45,12.87,-1.28,-0.55,-0.86,2.1,-42.22,57.35,3.94,2.77,5.0,17.46,0.0,100.0,71.0,100.0,100.0,41.0,2.51,0.76,0.34,0.41,0.57,0.0,1.8,0.46,0.25,0.24,0.35,-0.0,128.96,28.83,8.07,12.18,31.85,0.0,1.0,0.25,0.0,0.0,0.43,0.0,22.72,11.3,0.0,13.63,6.83,0.0,3.93,0.42,0.0,0.0,0.71,0.0,7.45,1.42,0.55,0.86,0.31,1.68,-0.7662596399511897,0,1,1,Fast,343.0,6.859999999999981,7.142857142857162,267.85714285714283,89.02000000000001,44.4675,38.0,3281.0,36.30227926532419,264.0,42.94755881471489,38.0,124.95833333333331,41.26,41.0
P102,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 12,89.07,58.5,225.9,144.1,193.1,193.3,37.7,0.0,100.0,12.0,0.0,0.0,26.0,-6.99,3.25,-1.43,-0.86,-0.59,1.59,-51.32,58.96,4.03,5.0,4.08,17.58,0.0,100.0,70.0,100.0,100.0,41.0,2.62,0.78,0.41,0.33,0.62,0.0,1.89,0.44,0.24,0.26,0.36,-0.0,146.76,28.53,12.18,9.07,30.64,0.0,1.0,0.29,0.0,0.0,0.45,0.0,25.9,12.37,13.63,10.36,7.94,0.0,4.02,0.51,0.0,0.0,0.72,0.0,6.99,1.45,0.86,0.59,-0.27,1.56,-0.8543064190592262,0,1,1,Fast,348.5,6.969999999999999,6.250000000000001,261.125,76.30000000000001,38.693333333333335,30.0,3094.0,34.7518526835841,244.0,41.87084340575843,30.0,183.91941391941373,35.04000000000002,34.060000000000024
P101,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 2,89.722,56.8,224.5,143.7,191.5,193.2,39.4,0.0,100.0,12.0,0.0,0.0,27.0,-7.83,16.18,-1.28,-0.39,-0.45,2.16,-47.01,49.46,3.98,2.05,3.6,17.89,0.0,100.0,69.0,100.0,100.0,43.0,2.92,0.79,0.21,0.23,0.59,0.0,1.91,0.44,0.23,0.24,0.36,-0.0,168.57,30.15,5.79,6.33,31.6,0.0,1.0,0.35,0.0,0.0,0.48,0.0,31.35,15.83,0.0,13.79,9.44,0.0,4.18,0.65,0.03,0.0,0.86,0.0,7.83,1.47,0.39,0.45,0.05,1.57,-0.8108166463482871,0,1,1,Fast,347.57142857142856,6.951428571428575,7.142857142857139,282.57142857142856,87.18125,42.891000000000005,54.0,4016.0,44.77146042363434,264.0,43.68112383753588,54.0,191.56666666666666,5.339999999999988,3.619999999999986
P101,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 3,92.714,59.0,225.2,139.0,193.2,192.2,38.3,0.0,100.0,11.0,0.0,0.0,27.0,-7.45,9.59,-1.46,-0.45,-0.57,1.77,-37.57,66.92,3.88,3.6,3.36,17.55,0.0,100.0,67.0,100.0,100.0,42.0,2.9,0.76,0.23,0.25,0.58,0.0,1.93,0.44,0.24,0.22,0.36,-0.0,149.38,30.28,6.33,7.94,29.96,0.0,1.0,0.33,0.0,0.0,0.47,0.0,30.73,14.16,13.79,18.44,9.21,0.0,3.95,0.67,0.0,0.0,0.8,0.0,7.45,1.54,0.45,0.57,0.12,1.6,-0.6112439470367386,0,1,1,Fast,365.85714285714283,7.317142857142849,7.142857142857151,280.0,74.49888888888889,40.288444444444444,44.0,3930.0,42.394822006472495,262.0,42.61256936587097,44.0,143.7011904761905,65.69999999999999,65.05999999999999
P101,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","24/08/2024, ",Lap 7,87.722,55.0,225.3,146.7,190.6,191.3,38.7,0.0,100.0,12.0,0.0,0.0,30.0,-6.59,4.75,-1.53,-0.36,-0.35,1.51,-40.31,57.97,4.09,2.1,2.24,17.68,0.0,100.0,69.0,100.0,100.0,43.0,2.94,0.82,0.24,0.24,0.61,0.0,1.94,0.44,0.2,0.21,0.37,-0.0,165.97,29.93,5.56,5.28,29.41,0.0,1.0,0.35,0.0,0.0,0.48,0.0,30.75,14.92,21.76,14.76,9.38,0.0,4.13,0.63,0.0,0.0,0.87,0.0,6.59,1.55,0.36,0.35,-0.02,1.46,-0.9442208571180388,0,1,1,Fast,295.6666666666667,5.913333333333317,8.333333333333355,235.66666666666666,85.72142857142856,44.744285714285716,31.0,2887.0,32.91904218928164,254.0,41.9722257082085,31.0,130.2865079365078,2.4000000000000066,1.2000000000000055
